mu_eV,PF_W_per_mK2
3.66848,6.88625e-05
3.68139,0.000100115
3.69431,6.58251e-05
3.70723,8.07674e-06
3.72015,1.69827e-05
3.73308,0.000107368
3.74599,0.000194592
3.75891,0.000208282
3.77183,0.000161807
3.78475,0.000104646
3.79766,6.60471e-05
3.81059,4.77249e-05
3.8235,3.96965e-05
3.83643,3.0495e-05
3.84934,1.36511e-05
3.86226,7.23655e-09
3.87517,3.18585e-05
3.8881,0.000169937
3.90103,0.000432994
3.91394,0.000751095
3.92686,0.000997349
3.93977,0.00106407
3.9527,0.000916259
3.96561,0.000602523
3.97854,0.000250889
3.99145,3.01433e-05
4.00437,1.77713e-05
4.01729,0.000130758
4.03021,0.000246354
4.04312,0.000300876
4.05605,0.000281764
4.06897,0.000202719
4.08189,9.82858e-05
4.09481,1.75979e-05
4.10772,5.35713e-06
4.12065,7.58111e-05
4.13356,0.00018958
4.14649,0.000262588
4.1594,0.000226385
4.17232,0.000103552
4.18524,7.23095e-06
4.19816,2.78876e-05
4.21107,0.000128212
4.224,0.000188036
4.23691,0.000142631
4.24984,4.35096e-05
4.26276,6.46001e-07
4.27567,6.13041e-05
4.2886,0.000142493
4.30151,0.000136095
4.31443,5.02161e-05
4.32735,1.93588e-07
4.34027,7.65188e-05
4.35318,0.000247691
4.36611,0.000411476
4.37902,0.000497777
4.39195,0.000497683
4.40486,0.000446995
4.41778,0.000387912
4.43071,0.000331198
4.44362,0.000264513
4.45655,0.00018696
4.46946,0.000115898
4.48238,6.53857e-05
4.4953,3.66792e-05
4.50822,2.60596e-05
4.52113,3.41969e-05
4.53406,7.69947e-05
4.54697,0.00018203
4.5599,0.000334708
4.57281,0.000435296
4.58573,0.000384932
4.59864,0.000209716
4.61157,4.40697e-05
4.6245,4.73313e-06
4.63741,0.000108789
4.65033,0.000300746
4.66324,0.000531598
4.67617,0.000798551
4.68908,0.00111521
4.70201,0.00145858
4.71492,0.00174815
4.72784,0.00187578
4.74076,0.00176856
4.75368,0.00144016
4.76659,0.000985899
4.77952,0.000536637
4.79244,0.000207542
4.80536,3.96494e-05
4.81828,4.54748e-07
4.83119,4.25604e-05
4.84412,0.000126335
4.85703,0.000222353
4.86996,0.000325783
4.88287,0.000454682
4.89579,0.00061723
4.9087,0.000772524
4.92163,0.000837033
4.93454,0.00075673
4.94747,0.000564556
4.96038,0.000353415
4.9733,0.00019961
4.98623,0.000118978
4.99914,8.9646e-05
5.01207,9.13932e-05
5.02498,0.000120663
5.0379,0.000190984
5.05082,0.000324411
5.06374,0.000521481
5.07665,0.000724892
5.08958,0.000843261
5.10249,0.000833006
5.11542,0.00071961
5.12833,0.000543744
5.14125,0.00034364
5.15418,0.000171794
5.16709,6.67167e-05
5.18002,2.2143e-05
5.19293,1.01793e-05
5.20585,1.48378e-05
5.21876,4.53577e-05
5.23169,0.000124428
5.2446,0.000237371
5.25753,0.000306063
5.27044,0.000266248
5.28336,0.00014696
5.29628,3.66575e-05
5.3092,1.86264e-07
5.32211,3.47592e-05
5.33504,8.58744e-05
5.34796,0.000105701
5.36088,8.99603e-05
5.3738,5.8039e-05
5.38671,2.60153e-05
5.39964,5.15197e-06
5.41255,6.55156e-10
5.42548,3.21734e-07
5.43839,1.52324e-06
5.45131,2.15218e-05
5.46423,6.40971e-05
5.47715,0.000100007
5.49006,0.000108248
5.50299,9.16924e-05
5.51591,5.50618e-05
5.52883,1.22714e-05
5.54175,3.85246e-06
5.55466,6.02103e-05
5.56759,0.000155846
5.5805,0.000241043
5.59342,0.000294854
5.60634,0.000322827
5.61926,0.000327172
5.63217,0.000297946
5.6451,0.000229654
5.65801,0.000136818
5.67094,5.18031e-05
5.68386,5.7086e-06
5.69677,3.10633e-06
5.7097,2.13269e-05
5.72261,4.00056e-05
5.73554,5.78153e-05
5.74845,8.24194e-05
5.76137,0.000118505
5.77429,0.000160701
5.78721,0.000187214
5.80012,0.000166965
5.81305,9.33387e-05
5.82596,1.54316e-05
5.83889,1.02226e-05
5.8518,9.91952e-05
5.86472,0.000224635
5.87765,0.000321926
5.89056,0.000367507
5.90349,0.000364976
5.9164,0.000324972
5.92932,0.000261226
5.94223,0.00019297
5.95516,0.000139895
5.96807,0.000112699
5.981,0.000113045
5.99391,0.000139094
6.00683,0.000183528
6.01975,0.000228259
6.03267,0.000250864
6.0456,0.000237973
6.05851,0.000189966
6.07143,0.000120234
6.08435,5.18085e-05
6.09727,7.47673e-06
6.11018,5.21185e-06
6.12311,5.76301e-05
6.13602,0.000156604
6.14895,0.000261711
6.16186,0.000328432
6.17478,0.000348524
6.18769,0.000346182
6.20062,0.000344673
6.21353,0.000350643
6.22646,0.000361149
6.23938,0.000376424
6.25229,0.000399672
6.26522,0.000418047
6.27813,0.00039175
6.29106,0.00028892
6.30397,0.000140505
6.31689,2.66387e-05
6.32981,3.58353e-06
6.34273,6.92637e-05
6.35564,0.000179827
6.36857,0.000277278
6.38148,0.000319313
6.39441,0.000298074
6.40733,0.000235346
6.42024,0.000167447
6.43317,0.000126552
6.44608,0.000125664
6.45901,0.000159407
6.47192,0.000200378
6.48484,0.000209191
6.49775,0.000177831
6.51068,0.000135984
6.52359,0.000107941
6.53652,8.92588e-05
6.54943,6.16329e-05
6.56235,2.6886e-05
6.57527,6.76541e-06
6.58819,3.12401e-06
6.60112,9.90452e-06
6.61403,3.47368e-05
6.62695,8.4026e-05
6.63987,0.00016479
6.65279,0.000291672
6.6657,0.000469987
6.67863,0.000653949
6.69154,0.000719669
6.70447,0.00055392
6.71738,0.000235587
6.7303,1.82161e-05
6.74322,3.79175e-05
6.75614,0.00015979
6.76907,0.000189053
6.78198,0.000109581
6.7949,2.93204e-05
6.80788,1.12258e-06
6.82067,2.34016e-06
6.8336,4.87746e-06
6.84652,3.71276e-07
6.85945,1.49878e-05
6.87237,0.000120819
6.8853,0.000365074
6.89822,0.00067
6.91115,0.000871243
6.92408,0.000867512
6.937,0.000687717
6.94993,0.00043204
6.96285,0.000204849
6.97578,7.33858e-05
6.9887,3.67797e-05
7.00163,8.53202e-05
7.01455,0.000346453
7.02748,0.00099972
7.0404,0.00188233
7.05333,0.0023989
7.06626,0.00210045
7.07918,0.00126712
7.09197,0.000557395
7.1049,0.000223441
7.11782,0.000115691
7.13075,7.75646e-05
7.14367,4.51899e-05
7.1566,1.54447e-05
7.16952,1.24024e-06
7.18245,1.18043e-06
7.19537,5.61664e-06
7.2083,6.70654e-06
7.22122,4.57642e-06
7.23415,5.40758e-06
7.24708,2.35831e-05
7.26,0.000117448
7.27293,0.00039908
7.28585,0.000912855
7.29878,0.00145752
7.3117,0.00167771
7.32463,0.00144309
7.33755,0.000969307
7.35048,0.000544672
7.3634,0.000297779
7.37619,0.000208408
7.38912,0.000220878
7.40204,0.000294366
7.41497,0.000386961
7.42789,0.000455159
7.44082,0.00045964
7.45375,0.000380403
7.46667,0.000255913
7.4796,0.000157075
7.49252,0.00011077
7.50545,9.48185e-05
7.51837,7.41044e-05
7.5313,3.58298e-05
7.54422,5.31786e-06
7.55715,5.13154e-07
7.57007,1.66316e-06
7.583,1.4846e-06
7.59593,3.34248e-05
7.60885,0.000106172
7.62178,0.000162214
7.6347,0.000143778
7.64749,7.00181e-05
7.66042,1.03576e-05
7.67334,3.84994e-06
7.68627,3.63813e-05
7.69919,6.51418e-05
7.71212,5.65657e-05
7.72504,2.15198e-05
7.73797,1.86257e-07
7.75089,1.40216e-05
7.76382,3.93362e-05
7.77674,3.21897e-05
7.78967,2.47845e-06
