# energy grid [eV]     ieps_x  ieps_y  ieps_z
#
   27.596073456    1.102503606    1.118200126    1.110918035
   27.646155259    1.102136909    1.117777335    1.110520804
   27.696237062    1.101772169    1.117356802    1.110125698
   27.746318865    1.101409374    1.116938510    1.109732700
   27.796400668    1.101048510    1.116522443    1.109341797
   27.846482471    1.100689562    1.116108586    1.108952972
   27.896564274    1.100332517    1.115696922    1.108566212
   27.946646077    1.099977362    1.115287437    1.108181502
   27.996727880    1.099624084    1.114880115    1.107798828
   28.046809683    1.099272669    1.114474942    1.107418174
   28.096891486    1.098923104    1.114071901    1.107039528
   28.146973289    1.098575377    1.113670978    1.106662875
   28.197055092    1.098229475    1.113272159    1.106288200
   28.247136895    1.097885384    1.112875428    1.105915491
   28.297218698    1.097543093    1.112480772    1.105544733
   28.347300501    1.097202588    1.112088175    1.105175914
   28.397382304    1.096863858    1.111697624    1.104809018
   28.447464107    1.096526890    1.111309104    1.104444034
   28.497545910    1.096191672    1.110922602    1.104080948
   28.547627713    1.095858192    1.110538102    1.103719747
   28.597709516    1.095526438    1.110155593    1.103360418
   28.647791319    1.095196398    1.109775060    1.103002948
   28.697873122    1.094868060    1.109396489    1.102647324
   28.747954925    1.094541413    1.109019867    1.102293533
   28.798036728    1.094216445    1.108645180    1.101941564
   28.848118531    1.093893145    1.108272416    1.101591403
   28.898200334    1.093571501    1.107901562    1.101243039
   28.948282137    1.093251503    1.107532604    1.100896458
   28.998363940    1.092933138    1.107165529    1.100551649
   29.048445743    1.092616396    1.106800326    1.100208600
   29.098527546    1.092301265    1.106436980    1.099867299
   29.148609349    1.091987736    1.106075480    1.099527734
   29.198691152    1.091675797    1.105715813    1.099189894
   29.248772955    1.091365437    1.105357967    1.098853766
   29.298854758    1.091056646    1.105001929    1.098519339
   29.348936561    1.090749414    1.104647688    1.098186602
   29.399018364    1.090443729    1.104295231    1.097855544
   29.449100167    1.090139582    1.103944546    1.097526153
   29.499181970    1.089836962    1.103595622    1.097198418
   29.549263773    1.089535859    1.103248447    1.096872327
   29.599345576    1.089236263    1.102903010    1.096547871
   29.649427379    1.088938164    1.102559298    1.096225038
   29.699509182    1.088641551    1.102217300    1.095903818
   29.749590985    1.088346417    1.101877005    1.095584199
   29.799672788    1.088052749    1.101538402    1.095266171
   29.849754591    1.087760539    1.101201479    1.094949723
   29.899836394    1.087469778    1.100866225    1.094634846
   29.949918197    1.087180454    1.100532630    1.094321529
   30.000000000    1.086892560    1.100200683    1.094009761
