mu_eV,T_K,PF_W_per_mK2
2.00786,400,4.10658e-05
2.00786,500,9.72847e-06
2.00786,600,4.56344e-07
2.02079,300,0.000117534
2.02079,400,7.84249e-05
2.02079,500,3.10599e-05
2.02079,600,2.39231e-06
2.03371,300,0.000134056
2.03371,400,0.000112246
2.03371,500,5.55947e-05
2.03371,600,1.09628e-05
2.04662,300,0.000147514
2.04662,400,0.000137234
2.04662,500,7.61941e-05
2.04662,600,2.08106e-05
2.05955,300,0.000159714
2.05955,400,0.000150011
2.05955,500,8.77063e-05
2.05955,600,2.76878e-05
2.07247,300,0.000164808
2.07247,400,0.000147904
2.07247,500,8.73744e-05
2.07247,600,2.90893e-05
2.0854,300,0.00015473
2.0854,400,0.000129869
2.0854,500,7.52202e-05
2.0854,600,2.46106e-05
2.09831,300,0.000125559
2.09831,400,9.82429e-05
2.09831,500,5.42205e-05
2.09831,600,1.59465e-05
2.11124,300,8.26514e-05
2.11124,400,5.96524e-05
2.11124,500,2.99745e-05
2.11124,600,6.47845e-06
2.12416,300,3.77854e-05
2.12416,400,2.41451e-05
2.12416,500,9.62214e-06
2.12416,600,4.84242e-07
2.13707,300,5.66257e-06
2.13707,400,2.70187e-06
2.13707,500,1.41999e-07
2.13707,600,2.11932e-06
2.15,300,3.9127e-06
2.15,400,3.36118e-06
2.15,500,6.45681e-06
2.15,600,1.44247e-05
2.16293,300,3.71386e-05
2.16293,400,2.70242e-05
2.16293,500,3.01064e-05
2.16293,600,3.86407e-05
2.17584,300,7.91678e-05
2.17584,400,6.68546e-05
2.17584,500,6.92519e-05
2.17584,600,7.40085e-05
2.18876,300,0.000101213
2.18876,400,0.000113977
2.18876,500,0.000120063
2.18876,600,0.000118019
2.20169,300,0.00010839
2.20169,400,0.000164699
2.20169,500,0.000178436
2.20169,600,0.000166855
2.21461,300,0.000126576
2.21461,400,0.000221947
2.21461,500,0.000240621
2.21461,600,0.000215715
2.22752,300,0.000178457
2.22752,400,0.000290184
2.22752,500,0.000302246
2.22752,600,0.000258958
2.24045,300,0.0002762
2.24045,400,0.000368057
2.24045,500,0.00035663
2.24045,600,0.000290242
2.25338,300,0.000411433
2.25338,400,0.000442919
2.25338,500,0.000393938
2.25338,600,0.000303152
2.26629,300,0.00054131
2.26629,400,0.000490999
2.26629,500,0.000402773
2.26629,600,0.00029257
2.27921,300,0.000594624
2.27921,400,0.000486239
2.27921,500,0.000374401
2.27921,600,0.000256724
2.29214,300,0.000519542
2.29214,400,0.00041606
2.29214,500,0.000308262
2.29214,600,0.000199205
2.30506,300,0.000336531
2.30506,400,0.000294354
2.30506,500,0.000215601
2.30506,600,0.000129825
2.31798,300,0.00013864
2.31798,400,0.000159882
2.31798,500,0.00011809
2.31798,600,6.33259e-05
2.3309,300,2.33555e-05
2.3309,400,5.60629e-05
2.3309,500,4.06977e-05
2.3309,600,1.581e-05
2.34383,300,1.50334e-07
2.34383,400,5.70311e-06
2.34383,500,2.42428e-06
2.34383,600,1.06677e-07
2.35674,300,9.02206e-06
2.35674,400,4.92514e-06
2.35674,500,1.08427e-05
2.35674,600,2.21756e-05
2.36966,300,1.54342e-05
2.36966,400,4.02462e-05
2.36966,500,6.3262e-05
2.36966,600,8.00441e-05
2.38259,300,2.54695e-05
2.38259,400,0.000105922
2.38259,500,0.000151245
2.38259,600,0.000165194
2.39551,300,6.40906e-05
2.39551,400,0.000205435
2.39551,500,0.000263565
2.39551,600,0.000265092
2.40843,300,0.000172829
2.40843,400,0.000340101
2.40843,500,0.000386298
2.40843,600,0.000365644
2.42135,300,0.000368794
2.42135,400,0.000495977
2.42135,500,0.000502269
2.42135,600,0.000453139
2.43428,300,0.000594114
2.43428,400,0.000641603
2.43428,500,0.000592419
2.43428,600,0.00051585
2.44719,300,0.000767949
2.44719,400,0.000739868
2.44719,500,0.000639484
2.44719,600,0.000545527
2.46011,300,0.000857985
2.46011,400,0.000762617
2.46011,500,0.000632557
2.46011,600,0.000538743
2.47304,300,0.000856147
2.47304,400,0.000697791
2.47304,500,0.000570705
2.47304,600,0.000497739
2.48595,300,0.000732266
2.48595,400,0.000552655
2.48595,500,0.000464648
2.48595,600,0.00043032
2.49888,300,0.000473775
2.49888,400,0.000358958
2.49888,500,0.000335508
2.49888,600,0.000348462
2.5118,300,0.000177093
2.5118,400,0.000171042
2.5118,500,0.00020959
2.5118,600,0.000265614
2.52473,300,1.00373e-05
2.52473,400,4.37724e-05
2.52473,500,0.000109663
2.52473,600,0.000193443
2.53764,300,4.09267e-05
2.53764,400,2.554e-07
2.53764,500,4.65534e-05
2.53764,600,0.000139268
2.55056,300,0.000187215
2.55056,400,1.85167e-05
2.55056,500,1.65166e-05
2.55056,600,0.000105497
2.56349,300,0.000321141
2.56349,400,4.93881e-05
2.56349,500,7.07364e-06
2.56349,600,9.14679e-05
2.5764,300,0.000350026
2.5764,400,5.0745e-05
2.5764,500,8.58254e-06
2.5764,600,9.66764e-05
2.58933,300,0.000243221
2.58933,400,1.87381e-05
2.58933,500,2.4837e-05
2.58933,600,0.000123223
2.60225,300,7.08391e-05
2.60225,400,1.53694e-06
2.60225,500,7.51618e-05
2.60225,600,0.000175315
2.61518,300,4.79445e-06
2.61518,400,8.07474e-05
2.61518,500,0.000183693
2.61518,600,0.000255158
2.62809,300,0.000219389
2.62809,400,0.00031835
2.62809,500,0.000359362
2.62809,600,0.00035713
2.64102,300,0.000760211
2.64102,400,0.000698796
2.64102,500,0.000579012
2.64102,600,0.000464285
2.65394,300,0.00146475
2.65394,400,0.00111309
2.65394,500,0.000787695
2.65394,600,0.000550607
2.66685,300,0.00200578
2.66685,400,0.00140764
2.66685,500,0.000919698
2.66685,600,0.000589356
2.67978,300,0.00210907
2.67978,400,0.00146909
2.67978,500,0.000928753
2.67978,600,0.000563721
2.6927,300,0.00176355
2.6927,400,0.00128417
2.6927,500,0.000809165
2.6927,600,0.000474404
2.70562,300,0.00118602
2.70562,400,0.000934605
2.70562,500,0.000596982
2.70562,600,0.000340637
2.71854,300,0.00062491
2.71854,400,0.000543982
2.71854,500,0.000353846
2.71854,600,0.000194664
2.73147,300,0.000227752
2.73147,400,0.000221752
2.73147,500,0.000144795
2.73147,600,7.27354e-05
2.74439,300,3.03756e-05
2.74439,400,3.52042e-05
2.74439,500,2.08031e-05
2.74439,600,6.16597e-06
2.7573,300,1.28378e-05
2.7573,400,9.45107e-06
2.7573,500,1.01231e-05
2.7573,600,1.50435e-05
2.77023,300,0.000152057
2.77023,400,0.000138767
2.77023,500,0.000117078
2.77023,600,0.000105364
2.78315,300,0.000427675
2.78315,400,0.000394681
2.78315,500,0.000324882
2.78315,600,0.000269272
2.79607,300,0.000793106
2.79607,400,0.000728998
2.79607,500,0.000600491
2.79607,600,0.000487682
2.80899,300,0.00116402
2.80899,400,0.00107896
2.80899,500,0.000901139
2.80899,600,0.000734515
2.82192,300,0.00144987
2.82192,400,0.00137913
2.82192,500,0.00118252
2.82192,600,0.000981845
2.83484,300,0.0015925
2.83484,400,0.00157619
2.83484,500,0.00140759
2.83484,600,0.00120511
2.84775,300,0.00156685
2.84775,400,0.00164063
2.84775,500,0.00155427
2.84775,600,0.00138738
2.86068,300,0.00136321
2.86068,400,0.00157478
2.86068,500,0.00162009
2.86068,600,0.00152163
2.87361,300,0.00101494
2.87361,400,0.00141752
2.87361,500,0.00162225
2.87361,600,0.00161041
2.88652,300,0.000646896
2.88652,400,0.0012377
2.88652,500,0.00159147
2.88652,600,0.00166256
2.89944,300,0.000409958
2.89944,400,0.00110985
2.89944,500,0.00156049
2.89944,600,0.00168784
2.91237,300,0.000367249
2.91237,400,0.00108616
2.91237,500,0.00155084
2.91237,600,0.00169083
2.92528,300,0.000543684
2.92528,400,0.0011819
2.92528,500,0.00156159
2.92528,600,0.0016664
2.9382,300,0.000985043
2.9382,400,0.00136282
2.9382,500,0.00156334
2.9382,600,0.00159877
2.95113,300,0.00161208
2.95113,400,0.00152456
2.95113,500,0.00150201
2.95113,600,0.00146655
2.96406,300,0.0020434
2.96406,400,0.00150565
2.96406,500,0.00132072
2.96406,600,0.00125421
2.97697,300,0.00178721
2.97697,400,0.00118945
2.97697,500,0.00100006
2.97697,600,0.000966993
2.98989,300,0.000901785
2.98989,400,0.00064914
2.98989,500,0.000594593
2.98989,600,0.000640437
3.00282,300,0.000136143
3.00282,400,0.00016095
3.00282,500,0.000226328
3.00282,600,0.000334828
3.01573,300,6.11258e-05
3.01573,400,3.06476e-06
3.01573,500,2.12614e-05
3.01573,600,0.000112328
3.02866,300,0.000622511
3.02866,400,0.000236148
3.02866,500,3.14431e-05
3.02866,600,8.45438e-06
3.04158,300,0.00140844
3.04158,400,0.000685673
3.04158,500,0.000206868
3.04158,600,1.64656e-05
3.05451,300,0.00194307
3.05451,400,0.0010974
3.05451,500,0.000435068
3.05451,600,9.4356e-05
3.06742,300,0.00200365
3.06742,400,0.00129827
3.06742,500,0.000607798
3.06742,600,0.000187664
3.08034,300,0.00170402
3.08034,400,0.00125171
3.08034,500,0.000665992
3.08034,600,0.000252639
3.09327,300,0.00125479
3.09327,400,0.00101794
3.09327,500,0.000606985
3.09327,600,0.000268525
3.10618,300,0.000781702
3.10618,400,0.000693492
3.10618,500,0.000467141
3.10618,600,0.000237397
3.11911,300,0.000354821
3.11911,400,0.00037437
3.11911,500,0.000298161
3.11911,600,0.000176247
3.13203,300,6.99034e-05
3.13203,400,0.000136253
3.13203,500,0.000147291
3.13203,600,0.000107012
3.14494,300,3.69703e-06
3.14494,400,1.64994e-05
3.14494,500,4.51171e-05
3.14494,600,4.85438e-05
3.15787,300,9.96976e-05
3.15787,400,8.39531e-06
3.15787,500,2.03287e-06
3.15787,600,1.20798e-05
3.17079,300,0.000244142
3.17079,400,8.04199e-05
3.17079,500,1.15818e-05
3.17079,600,3.02119e-08
3.18372,300,0.0004295
3.18372,400,0.000198429
3.18372,500,5.58215e-05
3.18372,600,7.0615e-06
3.19663,300,0.000663466
3.19663,400,0.000322006
3.19663,500,0.000109368
3.19663,600,2.26552e-05
3.20956,300,0.000803471
3.20956,400,0.000394566
3.20956,500,0.000144573
3.20956,600,3.49522e-05
3.22248,300,0.000678838
3.22248,400,0.00036812
3.22248,500,0.000141628
3.22248,600,3.55489e-05
3.23539,300,0.000359365
3.23539,400,0.000249082
3.23539,500,0.000100274
3.23539,600,2.37009e-05
3.24832,300,9.10006e-05
3.24832,400,0.00010471
3.24832,500,4.29925e-05
3.24832,600,7.43486e-06
3.26125,300,5.79929e-07
3.26125,400,1.29178e-05
3.26125,500,3.89199e-06
3.26125,600,5.1403e-08
3.27417,300,3.29844e-05
3.27417,400,9.46399e-06
3.27417,500,9.98909e-06
3.27417,600,1.332e-05
3.28708,300,0.00010067
3.28708,400,8.29311e-05
3.28708,500,6.85185e-05
3.28708,600,5.1126e-05
3.30001,300,0.000173804
3.30001,400,0.000204094
3.30001,500,0.000167174
3.30001,600,0.000107021
3.31293,300,0.000262585
3.31293,400,0.000348638
3.31293,500,0.00028238
3.31293,600,0.000166368
3.32584,300,0.000372161
3.32584,400,0.000499253
3.32584,500,0.00038717
3.32584,600,0.000211239
3.33877,300,0.000500477
3.33877,400,0.000638513
3.33877,500,0.000455494
3.33877,600,0.000225942
3.3517,300,0.000672382
3.3517,400,0.000741399
3.3517,500,0.000465258
3.3517,600,0.000202112
3.36461,300,0.000911758
3.36461,400,0.000769274
3.36461,500,0.000403776
3.36461,600,0.000143169
3.37753,300,0.00112954
3.37753,400,0.00067763
3.37753,500,0.000277608
3.37753,600,6.75461e-05
3.39046,300,0.00109558
3.39046,400,0.000454736
3.39046,500,0.000123627
3.39046,600,9.05382e-06
3.40338,300,0.000691287
3.40338,400,0.000174367
3.40338,500,1.23557e-05
3.40338,600,1.23484e-05
3.4163,300,0.00017439
3.4163,400,3.7751e-06
3.4163,500,3.40263e-05
3.4163,600,0.000122584
3.42922,300,1.68593e-05
3.42922,400,0.0001328
3.42922,500,0.000267348
3.42922,600,0.00037122
3.44215,300,0.000528873
3.44215,400,0.00066902
3.44215,500,0.000744316
3.44215,600,0.000762696
3.45506,300,0.00168695
3.45506,400,0.00157483
3.45506,500,0.00142935
3.45506,600,0.00126734
3.46798,300,0.00316743
3.46798,400,0.00267797
3.46798,500,0.00222297
3.46798,600,0.00182379
3.48091,300,0.00450622
3.48091,400,0.00373621
3.48091,500,0.00298722
3.48091,600,0.00235037
3.49383,300,0.00532484
3.49383,400,0.00451832
3.49383,500,0.0035812
3.49383,600,0.00276189
3.50675,300,0.00545908
3.50675,400,0.00486783
3.50675,500,0.0038938
3.50675,600,0.00298723
3.51967,300,0.00495635
3.51967,400,0.00473171
3.51967,500,0.00386568
3.51967,600,0.00298356
3.5326,300,0.00401726
3.5326,400,0.0041544
3.5326,500,0.00349819
3.5326,600,0.00274533
3.54551,300,0.00288805
3.54551,400,0.00325269
3.54551,500,0.00285209
3.54551,600,0.00230723
3.55843,300,0.00176897
3.55843,400,0.00219184
3.55843,500,0.00204049
3.55843,600,0.00174077
3.57136,300,0.000822768
3.57136,400,0.00117202
3.57136,500,0.00121455
3.57136,600,0.00114291
3.58427,300,0.000200809
3.58427,400,0.00040157
3.58427,500,0.000533973
3.58427,600,0.000615231
3.5972,300,2.20505e-07
3.5972,400,2.94992e-05
3.5972,500,0.000118362
3.5972,600,0.000236443
3.61012,300,0.000189508
3.61012,400,6.63876e-05
3.61012,500,6.06751e-07
3.61012,600,3.90361e-05
3.62305,300,0.000591741
3.62305,400,0.000381139
3.62305,500,0.000119859
3.62305,600,3.69924e-06
3.63596,300,0.00100618
3.63596,400,0.000792816
3.63596,500,0.000362503
3.63596,600,7.46649e-05
3.64888,300,0.00134001
3.64888,400,0.00116208
3.64888,500,0.000615579
3.64888,600,0.000185082
3.66181,300,0.00159783
3.66181,400,0.00141348
3.66181,500,0.000797797
3.66181,600,0.000278285
3.67472,300,0.00178213
3.67472,400,0.00151136
3.67472,500,0.000865273
3.67472,600,0.000318849
3.68765,300,0.00182673
3.68765,400,0.00143829
3.68765,500,0.000806884
3.68765,600,0.000295266
3.70057,300,0.00164002
3.70057,400,0.00119892
3.70057,500,0.000640385
3.70057,600,0.00021817
3.7135,300,0.00122393
3.7135,400,0.000837576
3.7135,500,0.00040992
3.7135,600,0.000116115
3.72641,300,0.000715504
3.72641,400,0.000442491
3.72641,500,0.000180603
3.72641,600,2.93046e-05
3.73934,300,0.000279293
3.73934,400,0.0001264
3.73934,500,2.69822e-05
3.73934,600,1.0798e-06
3.75226,300,2.4895e-05
3.75226,400,1.46247e-10
3.75226,500,1.65684e-05
3.75226,600,6.79431e-05
3.76517,300,8.01287e-05
3.76517,400,0.000148206
3.76517,500,0.000191457
3.76517,600,0.000249818
3.7781,300,0.000600934
3.7781,400,0.000596572
3.7781,500,0.000552067
3.7781,600,0.00054301
3.79102,300,0.00153957
3.79102,400,0.00127269
3.79102,500,0.00104931
3.79102,600,0.00091839
3.80394,300,0.00252951
3.80394,400,0.00200678
3.80394,500,0.00159249
3.80394,600,0.00132638
3.81686,300,0.00315373
3.81686,400,0.00259641
3.81686,500,0.00207426
3.81686,600,0.00170806
3.82979,300,0.00324027
3.82979,400,0.00289368
3.82979,500,0.002403
3.82979,600,0.00200928
3.84271,300,0.00287449
3.84271,400,0.00285401
3.84271,500,0.00252876
3.84271,600,0.00219312
3.85562,300,0.0022402
3.85562,400,0.00253024
3.85562,500,0.00245268
3.85562,600,0.00224687
3.86855,300,0.00151545
3.86855,400,0.00203599
3.86855,500,0.00221919
3.86855,600,0.00218155
3.88147,300,0.000861346
3.88147,400,0.00150275
3.88147,500,0.00189657
3.88147,600,0.00202541
3.89439,300,0.000400203
3.89439,400,0.00103855
3.89439,500,0.00155382
3.89439,600,0.00181392
3.90731,300,0.000159937
3.90731,400,0.00069926
3.90731,500,0.001242
3.90731,600,0.00158
3.92024,300,7.39873e-05
3.92024,400,0.000486406
3.92024,500,0.000986299
3.92024,600,0.00134756
3.93316,300,6.32287e-05
3.93316,400,0.000369545
3.93316,500,0.00078889
3.93316,600,0.00112949
3.94607,300,9.01568e-05
3.94607,400,0.000311372
3.94607,500,0.000637626
3.94607,600,0.000929393
3.959,300,0.00013433
3.959,400,0.000279741
3.959,500,0.00051523
3.959,600,0.00074541
3.97193,300,0.000169139
3.97193,400,0.000249728
3.97193,500,0.00040607
3.97193,600,0.000574467
3.98484,300,0.000170327
3.98484,400,0.000205343
3.98484,500,0.000300835
3.98484,600,0.000415801
3.99776,300,0.000127519
3.99776,400,0.000143624
3.99776,500,0.000198994
3.99776,600,0.000272766
4.01069,300,5.93753e-05
4.01069,400,7.66098e-05
4.01069,500,0.000108317
4.01069,600,0.0001525
4.02361,300,9.58215e-06
4.02361,400,2.44392e-05
4.02361,500,4.0509e-05
4.02361,600,6.35298e-05
4.03652,300,1.36763e-06
4.03652,400,1.12808e-06
4.03652,500,4.81859e-06
4.03652,600,1.23599e-05
4.04945,300,1.60529e-05
4.04945,400,5.87848e-06
4.04945,500,3.47795e-06
4.04945,600,7.281e-07
4.06238,300,2.63075e-05
4.06238,400,2.80259e-05
4.06238,500,3.17853e-05
4.06238,600,2.4797e-05
4.07529,300,2.56243e-05
4.07529,400,5.82715e-05
4.07529,500,8.1764e-05
4.07529,600,7.63026e-05
4.08821,300,2.41106e-05
4.08821,400,9.49989e-05
4.08821,500,0.000145871
4.08821,600,0.000144607
4.10114,300,3.36337e-05
4.10114,400,0.000143062
4.10114,500,0.000218156
4.10114,600,0.000218471
4.11405,300,6.83528e-05
4.11405,400,0.00020849
4.11405,500,0.000292806
4.11405,600,0.000287044
4.12698,300,0.000146506
4.12698,400,0.000291761
4.12698,500,0.000361845
4.12698,600,0.000340413
4.1399,300,0.000275282
4.1399,400,0.000381366
4.1399,500,0.000414055
4.1399,600,0.000370274
4.15283,300,0.000425845
4.15283,400,0.000452003
4.15283,500,0.000436829
4.15283,600,0.000371182
4.16574,300,0.000521994
4.16574,400,0.000473514
4.16574,500,0.000420926
4.16574,600,0.000342093
4.17866,300,0.00049094
4.17866,400,0.00042963
4.17866,500,0.000365794
4.17866,600,0.000287327
4.19159,300,0.000347851
4.19159,400,0.000332014
4.19159,500,0.0002818
4.19159,600,0.00021627
4.2045,300,0.000185106
4.2045,400,0.000214089
4.2045,500,0.000187168
4.2045,600,0.000141354
4.21743,300,7.31912e-05
4.21743,400,0.000110057
4.21743,500,0.000101325
4.21743,600,7.50977e-05
4.23035,300,1.88087e-05
4.23035,400,3.92964e-05
4.23035,500,3.86976e-05
4.23035,600,2.72503e-05
4.24328,300,9.2824e-07
4.24328,400,5.21764e-06
4.24328,500,5.76249e-06
4.24328,600,3.00719e-06
4.25619,300,3.3916e-06
4.25619,400,1.61182e-06
4.25619,500,1.40401e-06
4.25619,600,2.65286e-06
4.26911,300,1.74559e-05
4.26911,400,1.82013e-05
4.26911,500,1.91687e-05
4.26911,600,2.24184e-05
4.28204,300,3.51624e-05
4.28204,400,4.38178e-05
4.28204,500,5.00788e-05
4.28204,600,5.6057e-05
4.29495,300,4.83035e-05
4.29495,400,6.87769e-05
4.29495,500,8.52801e-05
4.29495,600,9.66106e-05
4.30788,300,5.19145e-05
4.30788,400,8.69795e-05
4.30788,500,0.000118089
4.30788,600,0.000137935
4.3208,300,4.68149e-05
4.3208,400,9.70214e-05
4.3208,500,0.000145108
4.3208,600,0.000175673
4.33371,300,3.82333e-05
4.33371,400,0.000101744
4.33371,500,0.000166254
4.33371,600,0.000207541
4.34664,300,3.19268e-05
4.34664,400,0.000106544
4.34664,500,0.00018379
4.34664,600,0.000232958
4.35956,300,3.27903e-05
4.35956,400,0.000117525
4.35956,500,0.000200754
4.35956,600,0.000252189
4.37249,300,4.7327e-05
4.37249,400,0.000140147
4.37249,500,0.000219198
4.37249,600,0.00026537
4.3854,300,8.74599e-05
4.3854,400,0.000177429
4.3854,500,0.000238577
4.3854,600,0.000271714
4.39833,300,0.000167468
4.39833,400,0.000226294
4.39833,500,0.000254725
4.39833,600,0.000269304
4.41125,300,0.000284384
4.41125,400,0.000273428
4.41125,500,0.000260192
4.41125,600,0.000255646
4.42416,300,0.000395165
4.42416,400,0.000296427
4.42416,500,0.000246812
4.42416,600,0.000228992
4.43709,300,0.000431014
4.43709,400,0.000274706
4.43709,500,0.000210207
4.43709,600,0.000189899
4.45002,300,0.000350745
4.45002,400,0.000205199
4.45002,500,0.000153984
4.45002,600,0.000142283
4.46294,300,0.000185058
4.46294,400,0.000110501
4.46294,500,9.05505e-05
4.46294,600,9.30706e-05
4.47585,300,3.58916e-05
4.47585,400,3.07428e-05
4.47585,500,3.6783e-05
4.47585,600,5.0245e-05
4.48878,300,6.19494e-06
4.48878,400,3.17011e-08
4.48878,500,5.99086e-06
4.48878,600,1.99452e-05
4.5017,300,9.15352e-05
4.5017,400,2.16143e-05
4.5017,500,7.64463e-07
4.5017,600,4.09805e-06
4.51462,300,0.000188332
4.51462,400,6.62526e-05
4.51462,500,1.21022e-05
4.51462,600,7.60845e-11
4.52754,300,0.000223142
4.52754,400,9.79531e-05
4.52754,500,2.58261e-05
4.52754,600,2.14737e-06
4.54047,300,0.000193942
4.54047,400,9.84923e-05
4.54047,500,3.11387e-05
4.54047,600,5.13236e-06
4.55338,300,0.000127506
4.55338,400,7.15399e-05
4.55338,500,2.53382e-05
4.55338,600,5.8723e-06
4.5663,300,5.50854e-05
4.5663,400,3.40623e-05
4.5663,500,1.31181e-05
4.5663,600,4.15207e-06
4.57923,300,7.22584e-06
4.57923,400,5.99026e-06
4.57923,500,2.5594e-06
4.57923,600,1.62249e-06
4.59215,300,5.67471e-06
4.59215,400,1.65087e-06
4.59215,500,5.41957e-07
4.59215,600,1.17893e-07
4.60507,300,4.90067e-05
4.60507,400,2.44138e-05
4.60507,500,9.45968e-06
4.60507,600,2.63357e-07
4.61799,300,0.000108275
4.61799,400,6.68579e-05
4.61799,500,2.61479e-05
4.61799,600,1.08583e-06
4.63092,300,0.000157501
4.63092,400,0.000116052
4.63092,500,4.29946e-05
4.63092,600,9.80142e-07
4.64383,300,0.000201703
4.64383,400,0.000158389
4.64383,500,5.07063e-05
4.64383,600,1.46081e-08
4.65675,300,0.000257044
4.65675,400,0.000179707
4.65675,500,4.25525e-05
4.65675,600,3.10493e-06
4.66968,300,0.0003146
4.66968,400,0.00016532
4.66968,500,2.03176e-05
4.66968,600,2.2882e-05
4.68261,300,0.00032309
4.68261,400,0.000109334
4.68261,500,8.15432e-07
4.68261,600,8.02442e-05
4.69552,300,0.000226808
4.69552,400,3.40734e-05
4.69552,500,1.83697e-05
4.69552,600,0.000200423
4.70844,300,6.81646e-05
4.70844,400,9.03708e-07
4.70844,500,0.000116784
4.70844,600,0.000404056
4.72137,300,1.81716e-06
4.72137,400,8.6577e-05
4.72137,500,0.000329493
4.72137,600,0.000696251
4.73428,300,0.000136517
4.73428,400,0.00033204
4.73428,500,0.000657851
4.73428,600,0.00105955
4.7472,300,0.000451942
4.7472,400,0.000709325
4.7472,500,0.00106313
4.7472,600,0.00145572
4.76013,300,0.000859202
4.76013,400,0.00113346
4.76013,500,0.00147899
4.76013,600,0.00183634
4.77304,300,0.00123093
4.77304,400,0.00150186
4.77304,500,0.00183626
4.77304,600,0.00215678
4.78597,300,0.00142497
4.78597,400,0.00173489
4.78597,500,0.00208582
4.78597,600,0.00238763
4.79889,300,0.00136674
4.79889,400,0.00180321
4.79889,500,0.00221077
4.79889,600,0.00251965
4.81182,300,0.00111818
4.81182,400,0.00173385
4.81182,500,0.00222614
4.81182,600,0.00256213
4.82473,300,0.00083148
4.82473,400,0.0015934
4.82473,500,0.00216914
4.82473,600,0.00253663
4.83766,300,0.000632648
4.83766,400,0.00145844
4.83766,500,0.00208428
4.83766,600,0.00246875
4.85058,300,0.000578476
4.85058,400,0.00138965
4.85058,500,0.00200851
4.85058,600,0.00238036
4.86349,300,0.0007006
4.86349,400,0.00141604
4.86349,500,0.00196015
4.86349,600,0.00228415
4.87642,300,0.00101042
4.87642,400,0.00152336
4.87642,500,0.0019343
4.87642,600,0.00218207
4.88934,300,0.00139593
4.88934,400,0.00164965
4.88934,500,0.00190656
4.88934,600,0.00206749
4.90227,300,0.00162603
4.90227,400,0.00171022
4.90227,500,0.00184553
4.90227,600,0.00193035
4.91518,300,0.00156371
4.91518,400,0.0016497
4.91518,500,0.00172866
4.91518,600,0.00176301
4.92811,300,0.00127317
4.92811,400,0.0014733
4.92811,500,0.00155233
4.92811,600,0.00156423
4.94103,300,0.000927276
4.94103,400,0.00123045
4.94103,500,0.00133049
4.94103,600,0.00134005
4.95394,300,0.000657162
4.95394,400,0.000975422
4.95394,500,0.00108548
4.95394,600,0.00110171
4.96687,300,0.000489934
4.96687,400,0.000740333
4.96687,500,0.000838764
4.96687,600,0.000862785
4.97979,300,0.000385992
4.97979,400,0.000533254
4.97979,500,0.000606656
4.97979,600,0.000636526
4.99271,300,0.000292239
4.99271,400,0.000351798
4.99271,500,0.000400898
4.99271,600,0.000434549
5.00563,300,0.000182063
5.00563,400,0.00019732
5.00563,500,0.00023091
5.00563,600,0.000266111
5.01856,300,7.41638e-05
5.01856,400,7.98767e-05
5.01856,500,0.000104736
5.01856,600,0.000137635
5.03148,300,8.48873e-06
5.03148,400,1.27655e-05
5.03148,500,2.77338e-05
5.03148,600,5.20899e-05
5.04439,300,8.95905e-06
5.04439,400,3.15933e-06
5.04439,500,2.16223e-07
5.04439,600,8.39021e-06
5.05732,300,7.47942e-05
5.05732,400,4.61233e-05
5.05732,500,1.57673e-05
5.05732,600,1.20571e-06
5.07025,300,0.000185006
5.07025,400,0.000124138
5.07025,500,6.14502e-05
5.07025,600,2.15228e-05
5.08316,300,0.000300969
5.08316,400,0.000211206
5.08316,500,0.000120079
5.08316,600,5.80184e-05
5.09608,300,0.000383289
5.09608,400,0.000280106
5.09608,500,0.000173923
5.09608,600,9.90101e-05
5.10901,300,0.000409724
5.10901,400,0.00031001
5.10901,500,0.000208773
5.10901,600,0.000134529
5.12193,300,0.000369877
5.12193,400,0.000292017
5.12193,500,0.000217176
5.12193,600,0.000157989
5.13484,300,0.000265189
5.13484,400,0.000232425
5.13484,500,0.000199894
5.13484,600,0.000166998
5.14777,300,0.000131092
5.14777,400,0.000152113
5.14777,500,0.000164841
5.14777,600,0.000163107
5.1607,300,3.06897e-05
5.1607,400,7.79784e-05
5.1607,500,0.000123545
5.1607,600,0.000150579
5.17361,300,1.07968e-08
5.17361,400,2.87799e-05
5.17361,500,8.6482e-05
5.17361,600,0.000134681
5.18653,300,1.85892e-05
5.18653,400,6.52927e-06
5.18653,500,5.97262e-05
5.18653,600,0.000120149
5.19946,300,4.16606e-05
5.19946,400,7.53909e-07
5.19946,500,4.46471e-05
5.19946,600,0.000110365
5.21237,300,4.00082e-05
5.21237,400,2.90512e-07
5.21237,500,4.01905e-05
5.21237,600,0.000107336
5.2253,300,1.63653e-05
5.2253,400,2.40631e-06
5.2253,500,4.56534e-05
5.2253,600,0.00011214
5.23822,300,2.25399e-08
5.23822,400,1.34066e-05
5.23822,500,6.1908e-05
5.23822,600,0.000125306
5.25115,300,1.98641e-05
5.25115,400,4.19272e-05
5.25115,500,9.0564e-05
5.25115,600,0.000146816
5.26406,300,7.7541e-05
5.26406,400,9.14548e-05
5.26406,500,0.000132115
5.26406,600,0.000175743
5.27698,300,0.000150299
5.27698,400,0.000158126
5.27698,500,0.000184478
5.27698,600,0.000209805
5.28991,300,0.000217592
5.28991,400,0.000233755
5.28991,500,0.000242589
5.28991,600,0.000245099
5.30282,300,0.000277638
5.30282,400,0.000309191
5.30282,500,0.000298748
5.30282,600,0.000276249
5.31575,300,0.000337886
5.31575,400,0.000374323
5.31575,500,0.000343374
5.31575,600,0.000297037
